ID,State,County,Rainfall Type,1-Yr,2-YR,5-YR,10-YR,25-YR,50-YR,100-YR,200-YR,500-YR,1000-YR
2471,KY,Anderson _Co NOAA-B,NOAA_B,2.6,3.1,3.83,4.44,5.31,6.04,6.82,7.66,8.88,9.89
2472,KY,Ballard _Co NOAA-C,NOAA_C,3.13,3.77,4.62,5.27,6.11,6.77,7.44,8.1,9.01,9.7
2473,KY,Barren _Co NOAA-C,NOAA_C,2.94,3.5,4.27,4.92,5.88,6.68,7.55,8.49,9.87,11.02
2474,KY,Bath _Co NOAA-A,NOAA_A,2.51,3,3.66,4.21,4.97,5.6,6.27,6.96,7.95,8.76
2475,KY,Bell _Co NOAA-B,NOAA_B,2.57,3.07,3.76,4.33,5.16,5.86,6.6,7.4,8.56,9.51
2476,KY,Boone _Co NOAA-A,NOAA_A,2.49,2.98,3.65,4.16,4.86,5.4,5.95,6.52,7.28,7.88
2477,KY,Bourbon _Co NOAA-B,NOAA_B,2.48,2.98,3.69,4.27,5.12,5.82,6.56,7.36,8.51,9.46
2478,KY,Boyd _Co NOAA-A,NOAA_A,2.27,2.7,3.26,3.73,4.38,4.9,5.44,6.01,6.8,7.43
2479,KY,Boyle _Co NOAA-B,NOAA_B,2.71,3.22,3.9,4.44,5.2,5.81,6.44,7.09,8,8.71
2480,KY,Bracken _Co NOAA-B,NOAA_B,2.42,2.9,3.6,4.17,5,5.7,6.45,7.26,8.42,9.39
2481,KY,Breathitt _Co NOAA-A,NOAA_A,2.42,2.88,3.48,3.96,4.61,5.14,5.67,6.22,6.97,7.56
2482,KY,Breckinridge _Co NOAA-C,NOAA_C,2.84,3.39,4.17,4.8,5.69,6.42,7.18,7.99,9.13,10.06
2483,KY,Bullitt _Co NOAA-C,NOAA_C,2.67,3.2,3.96,4.59,5.49,6.24,7.05,7.91,9.16,10.19
2484,KY,Butler _Co NOAA-C,NOAA_C,2.91,3.48,4.29,4.96,5.9,6.67,7.49,8.35,9.56,10.54
2485,KY,Caldwell _Co NOAA-C,NOAA_C,2.99,3.6,4.48,5.21,6.26,7.13,8.06,9.05,10.47,11.64
2486,KY,Calloway _Co NOAA-C,NOAA_C,3.1,3.72,4.62,5.36,6.41,7.28,8.2,9.19,10.6,11.75
2487,KY,Campbell _Co NOAA-A,NOAA_A,2.42,2.9,3.56,4.08,4.81,5.39,6,6.63,7.51,8.22
2488,KY,Carlisle _Co NOAA-C,NOAA_C,3.15,3.79,4.65,5.3,6.15,6.82,7.49,8.17,9.09,9.8
2489,KY,Carroll _Co NOAA-B,NOAA_B,2.58,3.1,3.8,4.36,5.13,5.76,6.4,7.07,7.99,8.72
2490,KY,Carter _Co NOAA-A,NOAA_A,2.34,2.79,3.38,3.87,4.55,5.11,5.68,6.29,7.14,7.83
2491,KY,Casey _Co NOAA-B,NOAA_B,2.83,3.38,4.1,4.68,5.49,6.15,6.83,7.54,8.54,9.34
2492,KY,Christian _Co NOAA-C,NOAA_C,3.01,3.61,4.48,5.19,6.2,7.04,7.93,8.88,10.22,11.33
2493,KY,Clark _Co NOAA-B,NOAA_B,2.51,3,3.69,4.26,5.07,5.75,6.46,7.23,8.32,9.22
2494,KY,Clay _Co NOAA-A,NOAA_A,2.53,3.01,3.63,4.13,4.82,5.37,5.92,6.51,7.31,7.94
2495,KY,Clinton _Co NOAA-B,NOAA_B,2.84,3.39,4.14,4.75,5.59,6.29,7.01,7.77,8.83,9.67
2496,KY,Crittenden _Co NOAA-C,NOAA_C,2.92,3.52,4.38,5.09,6.1,6.94,7.83,8.78,10.13,11.24
2497,KY,Cumberland _Co NOAA-B,NOAA_B,2.83,3.37,4.12,4.73,5.61,6.34,7.12,7.94,9.11,10.07
2498,KY,Daviess _Co NOAA-C,NOAA_C,2.73,3.28,4.08,4.74,5.68,6.47,7.31,8.2,9.47,10.51
2499,KY,Edmonson _Co NOAA-C,NOAA_C,2.94,3.51,4.28,4.91,5.8,6.53,7.29,8.1,9.22,10.13
2500,KY,Elliott  _Co NOAA-A,NOAA_A,2.37,2.82,3.41,3.89,4.57,5.11,5.67,7.13,7.97,8.64
2501,KY,Estill _Co NOAA-A,NOAA_A,2.52,3,3.63,4.15,4.86,5.44,6.04,6.67,7.53,8.22
2502,KY,Fayette _Co NOAA-B,NOAA_B,2.52,3.02,3.73,4.33,5.18,5.9,6.67,7.5,8.7,9.7
2503,KY,Fleming _Co NOAA-A,NOAA_A,2.47,2.95,3.62,4.17,4.96,5.61,6.3,7.04,8.09,8.94
2504,KY,Floyd _Co NOAA-A,NOAA_A,2.26,2.69,3.26,3.71,4.35,4.86,5.39,5.95,6.71,7.31
2505,KY,Franklin _Co NOAA-B,NOAA_B,2.51,3.01,3.74,4.35,5.24,5.99,6.8,7.68,8.97,10.04
2506,KY,Fulton _Co NOAA-C,NOAA_C,3.21,3.87,4.75,5.42,6.31,7.01,7.71,8.43,9.4,10.16
2507,KY,Gallatin _Co NOAA-B,NOAA_B,2.53,3.03,3.72,4.25,5,5.59,6.2,6.83,7.68,8.36
2508,KY,Garrard _Co NOAA-B,NOAA_B,2.61,3.11,3.77,4.3,5.05,5.66,6.29,6.94,7.84,8.56
2509,KY,Grant _Co NOAA-B,NOAA_B,2.5,3,3.71,4.28,5.1,5.78,6.5,7.27,8.37,9.28
2510,KY,Graves _Co NOAA-C,NOAA_C,3.11,3.74,4.62,5.32,6.29,7.07,7.89,8.75,9.97,10.95
2511,KY,Grayson _Co NOAA-C,NOAA_C,2.93,3.5,4.28,4.91,5.8,6.53,7.29,8.09,9.2,10.09
2512,KY,Green _Co NOAA-C,NOAA_C,2.84,3.38,4.12,4.75,5.68,6.47,7.33,8.26,9.63,10.79
2513,KY,Greenup _Co NOAA-A,NOAA_A,2.29,2.73,3.31,3.78,4.43,4.97,5.52,6.1,6.91,7.55
2514,KY,Hancock _Co NOAA-C,NOAA_C,2.75,3.3,4.1,4.76,5.69,6.46,7.28,8.15,9.39,10.4
2515,KY,Hardin _Co NOAA-C,NOAA_C,2.83,3.38,4.12,4.74,5.6,6.3,7.04,7.81,8.89,9.77
2516,KY,Harlan _Co NOAA-B,NOAA_B,2.56,3.06,3.73,4.3,5.11,5.79,6.51,7.3,8.44,9.39
2517,KY,Harrison _Co NOAA-B,NOAA_B,2.43,2.92,3.62,4.21,5.05,5.76,6.52,7.34,8.52,9.5
2518,KY,Hart _Co NOAA-C,NOAA_C,2.87,3.42,4.17,4.8,5.69,6.43,7.21,8.05,9.24,10.22
2519,KY,Henderson _Co NOAA-B,NOAA_B,2.73,3.28,4.09,4.74,5.66,6.4,7.19,8.02,9.18,10.12
2520,KY,Henry _Co NOAA-B,NOAA_B,2.58,3.1,3.83,4.43,5.3,6.02,6.79,7.61,8.79,9.76
2521,KY,Hickman _Co NOAA-C,NOAA_C,3.19,3.84,4.71,5.37,6.24,6.92,7.61,8.31,9.26,9.99
2522,KY,Hopkins _Co NOAA-C,NOAA_C,2.89,3.47,4.33,5.04,6.04,6.89,7.79,8.74,10.12,11.25
2523,KY,Jackson _Co NOAA-A,NOAA_A,2.56,3.05,3.68,4.18,4.88,5.45,6.02,6.62,7.45,8.1
2524,KY,Jefferson _Co NOAA-C,NOAA_C,2.6,3.12,3.88,4.5,5.41,6.17,6.99,7.87,9.16,10.22
2525,KY,Jessamine _Co NOAA-B,NOAA_B,2.58,3.08,3.77,4.35,5.17,5.85,6.57,7.34,8.44,9.34
2526,KY,Johnson _Co NOAA-A,NOAA_A,2.31,2.74,3.32,3.78,4.42,4.94,5.48,6.04,6.81,7.42
2527,KY,Kenton _Co NOAA-A,NOAA_A,2.45,2.93,3.59,4.11,4.81,5.38,5.95,6.55,7.36,8.01
2528,KY,Knott _Co NOAA-A,NOAA_A,2.29,2.72,3.3,3.77,4.43,4.97,5.52,6.1,6.91,7.54
2529,KY,Knox _Co NOAA-B,NOAA_B,2.56,3.05,3.7,4.23,4.98,5.59,6.23,6.89,7.83,8.58
2530,KY,Larue _Co NOAA-C,NOAA_C,2.83,3.38,4.12,4.74,5.61,6.32,7.06,7.85,8.96,9.86
2531,KY,Laurel _Co NOAA-B,NOAA_B,2.54,3.02,3.65,4.16,4.86,5.41,5.99,6.58,7.38,8
2532,KY,Lawrence _Co NOAA-A,NOAA_A,2.29,2.72,3.29,3.75,4.4,4.93,5.47,6.05,6.83,7.46
2533,KY,Lee _Co NOAA-A,NOAA_A,2.5,2.98,3.58,4.07,4.74,5.27,5.82,6.38,7.14,7.73
2534,KY,Leslie _Co NOAA-A,NOAA_A,2.44,2.91,3.53,4.03,4.74,5.32,5.92,6.56,7.45,8.17
2535,KY,Letcher _Co NOAA-A,NOAA_A,2.23,2.66,3.25,3.75,4.47,5.07,5.7,6.39,7.37,8.18
2536,KY,Lewis _Co NOAA-A,NOAA_A,2.42,2.89,3.52,4.03,4.77,5.37,6,6.66,7.6,8.36
2537,KY,Lincoln _Co NOAA-B,NOAA_B,2.73,3.25,3.92,4.46,5.2,5.79,6.4,7.03,7.89,8.57
2538,KY,Livingston _Co NOAA-C,NOAA_C,3.02,3.63,4.5,5.2,6.17,6.96,7.8,8.68,9.91,10.92
2539,KY,Logan _Co NOAA-C,NOAA_C,2.97,3.56,4.38,5.06,6.01,6.8,7.63,8.51,9.75,10.75
2540,KY,Lyon _Co NOAA-C,NOAA_C,3,3.61,4.5,5.23,6.27,7.14,8.07,9.05,10.46,11.61
2544,KY,Madison _Co NOAA-B,NOAA_B,2.55,3.04,3.71,4.26,5.04,5.68,6.35,7.06,8.06,8.88
2545,KY,Magoffin _Co NOAA-A,NOAA_A,2.38,2.83,3.41,3.87,4.51,5.03,5.55,6.09,6.83,7.41
2546,KY,Marion _Co NOAA-B,NOAA_B,2.77,3.3,4.03,4.63,5.48,6.17,6.91,7.68,8.78,9.66
2547,KY,Marshall _Co NOAA-C,NOAA_C,3.06,3.68,4.56,5.28,6.29,7.12,7.99,8.92,10.24,11.31
2548,KY,Martin _Co NOAA-A,NOAA_A,2.26,2.68,3.25,3.71,4.35,4.86,5.4,5.96,6.74,7.35
2549,KY,Mason _Co NOAA-A,NOAA_A,2.44,2.92,3.61,4.18,5.01,5.71,6.45,7.25,8.4,9.36
2541,KY,McCracken _Co NOAA-C,NOAA_C,3.07,3.69,4.54,5.19,6.07,6.77,7.49,8.22,9.24,10.04
2542,KY,McCreary _Co NOAA-B,NOAA_B,2.64,3.14,3.83,4.38,5.14,5.76,6.39,7.05,7.95,8.65
2543,KY,McLean _Co NOAA-C,NOAA_C,2.72,3.28,4.09,4.75,5.7,6.5,7.34,8.25,9.54,10.59
2550,KY,Meade _Co NOAA-C,NOAA_C,2.77,3.31,4.07,4.68,5.54,6.25,6.99,7.77,8.87,9.76
2551,KY,Menifee _Co NOAA-A,NOAA_A,2.51,2.99,3.62,4.12,4.82,5.38,5.96,6.57,7.39,8.05
2552,KY,Mercer _Co NOAA-B,NOAA_B,2.64,3.15,3.84,4.41,5.21,5.87,6.57,7.3,8.34,9.18
2553,KY,Metcalfe _Co NOAA-C,NOAA_C,2.87,3.42,4.17,4.83,5.78,6.59,7.48,8.46,9.89,11.12
2554,KY,Monroe _Co NOAA-B,NOAA_B,2.9,3.46,4.23,4.87,5.79,6.55,7.36,8.23,9.47,10.5
2555,KY,Montgomery _Co NOAA-B,NOAA_B,2.5,2.99,3.66,4.21,5,5.64,6.32,7.05,8.07,8.91
2556,KY,Morgan _Co NOAA-A,NOAA_A,2.42,2.87,3.47,3.94,4.6,5.13,5.67,6.22,6.99,7.58
2557,KY,Muhlenberg _Co NOAA-C,NOAA_C,2.91,3.5,4.37,5.07,6.09,6.93,7.84,8.81,10.19,11.34
2558,KY,Nelson _Co NOAA-B,NOAA_B,2.73,3.27,4,4.61,5.47,6.18,6.93,7.72,8.85,9.76
2559,KY,Nicholas _Co NOAA-B,NOAA_B,2.47,2.96,3.66,4.24,5.06,5.75,6.48,7.26,8.39,9.31
2560,KY,Ohio _Co NOAA-C,NOAA_C,2.84,3.42,4.24,4.92,5.89,6.69,7.55,8.46,9.75,10.81
2561,KY,Oldham _Co NOAA-B,NOAA_B,2.59,3.11,3.86,4.49,5.39,6.15,6.96,7.84,9.11,10.18
2562,KY,Owen _Co NOAA-B,NOAA_B,2.54,3.04,3.76,4.35,5.19,5.89,6.64,7.44,8.58,9.53
2563,KY,Owsley _Co NOAA-A,NOAA_A,2.5,2.96,3.57,4.05,4.71,5.24,5.78,6.33,7.08,7.67
2564,KY,Pendleton _Co NOAA-B,NOAA_B,2.44,2.93,3.62,4.19,5.01,5.69,6.41,7.18,8.3,9.22
2565,KY,Perry _Co NOAA-A,NOAA_A,2.41,2.87,3.47,3.95,4.62,5.15,5.7,6.27,7.05,7.67
2566,KY,Pike _Co NOAA-A,NOAA_A,2.21,2.63,3.2,3.67,4.32,4.86,5.42,6.01,6.84,7.51
2567,KY,Powell _Co NOAA-A,NOAA_A,2.5,2.98,3.61,4.12,4.83,5.4,5.99,6.61,7.46,8.13
2568,KY,Pulaski _Co NOAA-B,NOAA_B,2.65,3.16,3.84,4.39,5.16,5.79,6.44,7.11,8.06,8.81
2569,KY,Robertson _Co NOAA-B,NOAA_B,2.43,2.92,3.62,4.2,5.03,5.73,6.48,7.28,8.44,9.4
2570,KY,Rockcastle _Co NOAA-B,NOAA_B,2.67,3.18,3.84,4.37,5.1,5.69,6.29,6.92,7.78,8.47
2571,KY,Rowan _Co NOAA-A,NOAA_A,2.45,2.92,3.55,4.06,4.78,5.37,5.97,6.61,7.51,8.23
2572,KY,Russell _Co NOAA-B,NOAA_B,2.78,3.32,4.05,4.65,5.51,6.21,6.95,7.74,8.86,9.77
2573,KY,Scott _Co NOAA-B,NOAA_B,2.47,2.96,3.68,4.28,5.15,5.88,6.67,7.53,8.77,9.8
2574,KY,Shelby _Co NOAA-B,NOAA_B,2.59,3.11,3.85,4.48,5.38,6.15,6.97,7.87,9.16,10.25
2575,KY,Simpson _Co NOAA-C,NOAA_C,2.96,3.53,4.31,4.96,5.88,6.65,7.46,8.33,9.57,10.58
2576,KY,Spencer _Co NOAA-B,NOAA_B,2.6,3.11,3.85,4.46,5.34,6.09,6.88,7.74,8.97,10
2577,KY,Taylor _Co NOAA-C,NOAA_C,2.87,3.42,4.18,4.8,5.69,6.42,7.2,8.03,9.21,10.19
2578,KY,Todd _Co NOAA-C,NOAA_C,3,3.6,4.44,5.13,6.11,6.92,7.77,8.67,9.95,10.99
2579,KY,Trigg _Co NOAA-C,NOAA_C,3,3.61,4.48,5.2,6.23,7.09,7.99,8.96,10.34,11.46
2580,KY,Trimble _Co NOAA-B,NOAA_B,2.6,3.12,3.85,4.44,5.27,5.95,6.66,7.42,8.48,9.35
2581,KY,Union _Co NOAA-B,NOAA_B,2.77,3.34,4.15,4.82,5.75,6.51,7.32,8.17,9.36,10.31
2582,KY,Warren _Co NOAA-C,NOAA_C,2.96,3.53,4.31,4.96,5.88,6.64,7.46,8.33,9.57,10.6
2583,KY,Washington _Co NOAA-B,NOAA_B,2.68,3.21,3.92,4.51,5.35,6.03,6.76,7.53,8.61,9.5
2584,KY,Wayne _Co NOAA-B,NOAA_B,2.73,3.25,3.97,4.54,5.35,6.01,6.69,7.4,8.39,9.18
2585,KY,Webster _Co NOAA-C,NOAA_C,2.79,3.36,4.19,4.87,5.83,6.63,7.48,8.38,9.66,10.7
2586,KY,Whitley _Co NOAA-B,NOAA_B,2.61,3.1,3.78,4.33,5.09,5.71,6.36,7.03,7.96,8.71
2587,KY,Wolfe _Co NOAA-A,NOAA_A,2.48,2.95,3.55,4.03,4.7,5.23,5.77,6.33,7.09,7.68
2588,KY,Woodford _Co NOAA-B,NOAA_B,2.58,3.08,3.8,4.4,5.26,5.97,6.74,7.57,8.76,9.75
2589,LA,ACADIA MSE-6,MSE6,4.52,5.23,6.61,7.96,10.13,12.05,14.18,16.55,20.02,22.9
2590,LA,ALLEN MSE-6,MSE6,4.66,5.36,6.74,8.1,10.31,12.28,14.48,16.94,20.56,23.56
2591,LA,ASCENSION MSE-5,MSE5,4.33,5.07,6.37,7.54,9.28,10.72,12.26,13.9,16.22,18.09
2592,LA,ASSUMPTION MSE-5,MSE5,4.51,5.25,6.56,7.74,9.5,10.97,12.54,14.22,16.61,18.52
2593,LA,EAST AVOYELLES MSE-6,MSE6,4.37,5.14,6.53,7.81,9.77,11.43,13.22,15.17,17.96,20.22
2594,LA,WEST AVOYELLES MSE-6,MSE6,4.48,5.26,6.69,8.04,10.12,11.91,13.87,16.01,19.1,21.63
2595,LA,E BATON ROUGE MSE-5,MSE5,4.27,5,6.29,7.46,9.22,10.69,12.26,13.96,16.36,18.3
2596,LA,W BATON ROUGE MSE-5,MSE5,4.32,5.01,6.27,7.42,9.18,10.67,12.27,14.01,16.49,18.5
2597,LA,BEAUREGARD MSE-6,MSE6,4.48,5.2,6.55,7.87,9.95,11.76,13.77,16,19.24,21.91
2598,LA,NW BIENVILLE MSE-5,MSE5,3.95,4.49,5.5,6.45,7.93,9.21,10.6,12.14,14.35,16.16
2599,LA,SE BIENVILLE MSE-5,MSE5,4.1,4.68,5.78,6.82,8.44,9.84,11.38,13.06,15.51,17.51
2600,LA,BOSSIER MSE-5,MSE5,3.68,4.21,5.21,6.14,7.58,8.82,10.17,11.65,13.79,15.53
2601,LA,CADDO MSE-5,MSE5,3.69,4.24,5.25,6.19,7.64,8.88,10.21,11.68,13.78,15.49
2602,LA,EAST CALCASIEU MSE-6,MSE6,4.69,5.48,6.97,8.4,10.64,12.59,14.72,17.08,20.5,23.31
2603,LA,WEST CALCASIEU MSE-6,MSE6,4.83,5.75,7.42,8.99,11.4,13.46,15.69,18.14,21.66,24.52
2604,LA,NORTH CALDWELL MSE-5,MSE5,4.13,4.72,5.83,6.89,8.57,10.03,11.63,13.4,15.97,18.09
2605,LA,SOUTH CALDWELL MSE-5,MSE5,4.27,4.93,6.16,7.33,9.15,10.72,12.45,14.34,17.08,19.33
2606,LA,EAST CAMERON MSE-6,MSE6,4.74,5.5,6.96,8.37,10.62,12.59,14.77,17.19,20.72,23.64
2607,LA,WEST CAMERON MSE-6,MSE6,4.82,5.71,7.37,8.95,11.41,13.53,15.85,18.41,22.1,25.13
2608,LA,EAST CARROLL MSE-5,MSE5,3.96,4.55,5.56,6.44,7.71,8.73,9.8,10.92,12.46,13.68
2609,LA,WEST CARROLL MSE-5,MSE5,3.9,4.46,5.45,6.33,7.63,8.71,9.85,11.08,12.8,14.18
2610,LA,NORTH CATAHOULA MSE-5,MSE5,4.31,5.03,6.29,7.44,9.15,10.59,12.12,13.78,16.12,18.01
2611,LA,SOUTH CATAHOULA MSE-5,MSE5,4.43,5.18,6.55,7.82,9.75,11.4,13.18,15.12,17.89,20.16
2612,LA,CLAIBORNE MSE-5,MSE5,3.75,4.25,5.2,6.11,7.52,8.76,10.11,11.6,13.77,15.55
2613,LA,EAST CONCORDIA MSE-5,MSE5,4.36,5.08,6.35,7.49,9.18,10.59,12.08,13.68,15.95,17.76
2614,LA,WEST CONCORDIA MSE-5,MSE5,4.4,5.15,6.5,7.74,9.61,11.19,12.89,14.74,17.37,19.51
2615,LA,DE SOTO MSE-5,MSE5,3.83,4.42,5.51,6.55,8.16,9.55,11.07,12.75,15.17,17.15
2616,LA,EAST FELICIANA MSE-6,MSE6,4.31,5.08,6.41,7.59,9.33,10.76,12.27,13.89,16.14,17.94
2617,LA,WEST FELICIANA MSE-6,MSE6,4.45,5.21,6.55,7.76,9.55,11.04,12.62,14.31,16.7,18.61
2618,LA,EVANGELINE MSE-6,MSE6,4.6,5.29,6.66,8.02,10.21,12.17,14.36,16.8,20.4,23.39
2619,LA,NORTH FRANKLIN MSE-5,MSE5,4.04,4.66,5.77,6.77,8.27,9.53,10.88,12.33,14.39,16.05
2620,LA,SOUTH FRANKLIN MSE-5,MSE5,4.2,4.86,6.05,7.13,8.77,10.15,11.63,13.23,15.51,17.35
2621,LA,EAST GRANT MSE-6,MSE6,4.41,5.13,6.54,7.89,10.05,11.94,14.03,16.36,19.74,22.54
2622,LA,WEST GRANT MSE-6,MSE6,4.29,5.01,6.37,7.67,9.72,11.5,13.45,15.62,18.75,21.33
2623,LA,EAST IBERIA MSE-6,MSE6,4.45,5.18,6.5,7.69,9.49,11.01,12.63,14.38,16.87,18.89
2624,LA,WEST IBERIA MSE-6,MSE6,4.53,5.3,6.7,8,9.99,11.69,13.53,15.54,18.42,20.77
2625,LA,IBERVILLE MSE-5,MSE5,4.35,5.07,6.34,7.5,9.24,10.7,12.26,13.95,16.34,18.28
2626,LA,NORTH JACKSON MSE-5,MSE5,3.97,4.49,5.49,6.46,8.01,9.37,10.88,12.55,15,17.03
2627,LA,SOUTH JACKSON MSE-5,MSE5,4.13,4.71,5.82,6.88,8.55,10.01,11.62,13.4,16,18.14
2628,LA,NORTH JEFFERSON MSE-5,MSE5,4.65,5.43,6.89,8.26,10.4,12.23,14.24,16.45,19.64,22.25
2629,LA,SOUTH JEFFERSON MSE-5,MSE5,4.76,5.56,7.06,8.48,10.7,12.63,14.73,17.05,20.41,23.16
2630,LA,JEFFERSON DAVIS MSE-6,MSE6,4.64,5.37,6.8,8.2,10.44,12.43,14.64,17.11,20.73,23.73
2631,LA,LA SALLE MSE-6,MSE6,4.42,5.14,6.51,7.8,9.83,11.58,13.51,15.63,18.7,21.22
2632,LA,LAFAYETTE MSE-6,MSE6,4.46,5.18,6.54,7.83,9.85,11.6,13.52,15.63,18.7,21.21
2633,LA,N LAFOURCHE MSE-5,MSE5,4.67,5.41,6.78,8.05,10,11.67,13.49,15.47,18.32,20.64
2634,LA,S LAFOURCHE MSE-5,MSE5,4.75,5.54,7.01,8.4,10.58,12.47,14.54,16.82,20.12,22.83
2635,LA,LINCOLN MSE-5,MSE5,3.88,4.38,5.35,6.28,7.74,9.02,10.42,11.98,14.24,16.11
2636,LA,LIVINGSTON MSE-5,MSE5,4.36,5.11,6.41,7.58,9.31,10.74,12.26,13.89,16.18,18.01
2637,LA,MADISON MSE-5,MSE5,3.96,4.55,5.58,6.5,7.86,8.98,10.17,11.44,13.22,14.64
2638,LA,MOREHOUSE MSE-5,MSE5,3.86,4.39,5.34,6.23,7.6,8.76,10.03,11.41,13.39,15.01
2639,LA,CE NATCHITOCHES MSE-5,MSE5,4.11,4.77,6.01,7.2,9.07,10.69,12.47,14.44,17.3,19.64
2640,LA,N NATCHITOCHES MSE-5,MSE5,3.96,4.55,5.67,6.74,8.41,9.85,11.44,13.19,15.72,17.8
2641,LA,S NATCHITOCHES MSE-5,MSE5,4.29,5.01,6.36,7.65,9.68,11.45,13.39,15.53,18.64,21.2
2642,LA,ORLEANS MSE-5,MSE5,4.58,5.4,6.91,8.32,10.52,12.4,14.46,16.71,19.96,22.61
2643,LA,OUACHITA MSE-5,MSE5,3.92,4.43,5.42,6.38,7.89,9.21,10.67,12.29,14.66,16.61
2644,LA,PLAQUEMINES MSE-5,MSE5,4.79,5.62,7.16,8.62,10.91,12.9,15.07,17.48,20.95,23.81
2645,LA,POINTE COUPEE MSE-6,MSE6,4.34,5.11,6.47,7.69,9.53,11.05,12.68,14.44,16.91,18.91
2646,LA,RAPIDES MSE-6,MSE6,4.45,5.18,6.6,7.99,10.21,12.16,14.32,16.73,20.24,23.15
2647,LA,RED RIVER MSE-5,MSE5,3.8,4.37,5.42,6.41,7.95,9.28,10.72,12.32,14.62,16.5
2648,LA,RICHLAND MSE-5,MSE5,3.96,4.53,5.58,6.55,8.03,9.29,10.66,12.15,14.29,16.03
2649,LA,NORTH SABINE MSE-5,MSE5,3.91,4.53,5.69,6.79,8.52,10.01,11.65,13.46,16.07,18.23
2650,LA,SOUTH SABINE MSE-5,MSE5,4.05,4.7,5.94,7.11,8.94,10.52,12.26,14.18,16.95,19.23
2651,LA,ST. BERNARD MSE-5,MSE5,4.75,5.56,7.09,8.55,10.84,12.84,15.03,17.45,20.96,23.86
2652,LA,ST. CHARLES MSE-5,MSE5,4.6,5.38,6.82,8.14,10.16,11.88,13.74,15.77,18.66,21.02
2653,LA,ST. HELENA MSE-5,MSE5,4.33,5.09,6.41,7.55,9.23,10.59,12.01,13.52,15.61,17.27
2654,LA,ST. JAMES MSE-5,MSE5,4.42,5.17,6.5,7.7,9.52,11.03,12.66,14.41,16.9,18.91
2655,LA,ST.JOHN BAPTIST MSE-5,MSE5,4.32,5.11,6.51,7.78,9.7,11.29,13.01,14.85,17.47,19.58
2656,LA,EAST ST. LANDRY MSE-6,MSE6,4.35,5.11,6.49,7.75,9.68,11.32,13.08,15,17.73,19.96
2657,LA,WEST ST. LANDRY MSE-6,MSE6,4.45,5.22,6.64,7.98,10.06,11.86,13.81,15.96,19.05,21.59
2658,LA,ST. MARTIN MSE-5,MSE5,4.51,5.27,6.62,7.84,9.69,11.24,12.9,14.7,17.25,19.31
2659,LA,ST. MARY MSE-5,MSE5,4.63,5.42,6.85,8.16,10.13,11.8,13.59,15.53,18.29,20.53
2660,LA,CENT ST. TAMMANY MSE-5,MSE5,4.46,5.23,6.61,7.88,9.83,11.47,13.24,15.17,17.93,20.17
2661,LA,N ST. TAMMANY MSE-5,MSE5,4.39,5.1,6.37,7.52,9.27,10.73,12.3,14,16.41,18.36
2662,LA,S ST. TAMMANY MSE-5,MSE5,4.58,5.46,7.03,8.45,10.59,12.38,14.3,16.38,19.32,21.7
2663,LA,TANGIPAHOA MSE-5,MSE5,4.37,5.11,6.39,7.53,9.21,10.59,12.04,13.59,15.76,17.49
2664,LA,NORTH TENSAS MSE-5,MSE5,4.1,4.77,5.91,6.91,8.37,9.55,10.79,12.1,13.92,15.35
2665,LA,SOUTH TENSAS MSE5,MSE5,4.23,4.92,6.11,7.17,8.75,10.05,11.43,12.91,14.98,16.65
2666,LA,TERREBONNE MSE-5,MSE5,4.67,5.45,6.87,8.19,10.21,11.94,13.8,15.84,18.76,21.14
2667,LA,UNION MSE-5,MSE5,3.79,4.26,5.16,6.04,7.44,8.68,10.04,11.56,13.78,15.61
2668,LA,VERMILION MSE-6,MSE6,4.65,5.38,6.78,8.11,10.22,12.06,14.09,16.34,19.6,22.3
2669,LA,NW VERNON MSE-6,MSE6,4.25,4.93,6.23,7.47,9.43,11.12,12.99,15.05,18.04,20.5
2670,LA,SE VERNON MSE-6,MSE6,4.39,5.1,6.46,7.77,9.87,11.7,13.74,16,19.3,22.03
2671,LA,WASHINGTON MSE-5,MSE5,4.35,5.04,6.26,7.34,8.95,10.27,11.67,13.17,15.27,16.95
2672,LA,WEBSTER MSE-5,MSE5,3.71,4.23,5.19,6.1,7.52,8.75,10.1,11.59,13.74,15.51
2673,LA,NORTH WINN MSE-6,MSE6,4.21,4.89,6.14,7.32,9.15,10.73,12.44,14.33,17.05,19.27
2674,LA,SOUTH WINN MSE-6,MSE6,4.31,5.06,6.43,7.73,9.73,11.45,13.33,15.39,18.36,20.79
447,MA,Barnstable N10_C,N10_C,2.83,3.34,4.17,4.86,5.81,6.53,7.27,8.08,9.22,10.1
448,MA,Berkshire North N10_D,N10_D,2.84,3.01,3.88,4.6,5.6,6.34,7.14,8.09,9.54,10.8
449,MA,Berkshire South N10_D,N10_C,2.41,3.08,4.17,5.08,6.32,7.23,8.25,9.62,11.9,13.9
450,MA,Bristol N10_C,N10_C,2.84,3.4,4.32,5.08,6.13,6.91,7.74,8.68,10,11.1
451,MA,Dukes N10_C,N10_C,2.84,3.4,4.32,5.08,6.13,6.91,7.74,8.68,10,11.1
452,MA,Essex N10_D,N10_D,2.61,3.24,4.27,5.12,6.3,7.16,8.11,9.3,11.2,12.8
453,MA,Franklin North N10_D,N10_D,2.5,2.99,3.78,4.44,5.34,6.01,6.73,7.57,8.82,9.86
